# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=1][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=4][T/m^n] polynom_a[n=6][T/m^n] polynom_a[n=8][T/m^n] 
+1.7930000000000001e+02 -1.6730276713141252e-04 +1.7444702056891108e-07 +2.1128483317451752e-02 +1.1442710221444349e+02 -6.5105211031508201e+05 +1.0396286007524587e+09 
+1.7940000000000001e+02 -1.6704369549770705e-04 +1.6864847632786715e-07 +2.1215373872015286e-02 +1.1073969263123247e+02 -6.2932249096136878e+05 +1.0030740602993815e+09 
+1.7950000000000000e+02 -1.6678516866137227e-04 +1.6270387641422764e-07 +2.1303175348705947e-02 +1.0684209036399288e+02 -6.0593527982113382e+05 +9.6333217520015693e+08 
+1.7960000000000002e+02 -1.6652723994508431e-04 +1.5685269629244812e-07 +2.1394084831935098e-02 +1.0279058539119386e+02 -5.8147439267650130e+05 +9.2163034999246991e+08 
+1.7970000000000002e+02 -1.6626996267153207e-04 +1.5133441142804676e-07 +2.1490299407203196e-02 +9.8641467675655832e+01 -5.5652374523557839e+05 +8.7919598910302341e+08 
+1.7980000000000001e+02 -1.6601339016338574e-04 +1.4638849727624588e-07 +2.1594016158421620e-02 +9.4451027203005637e+01 -5.3166725331412896e+05 +8.3725649711958504e+08 
+1.7990000000000001e+02 -1.6575757574334085e-04 +1.4225442930176676e-07 +2.1707432171831780e-02 +9.0275553923995801e+01 -5.0748883255846548e+05 +7.9703927837093091e+08 
+1.8000000000000000e+02 -1.6550257273407584e-04 +1.3917168297517591e-07 +2.1832744531950027e-02 +8.6171337816083451e+01 -4.8457239874714235e+05 +7.5977173739044690e+08 
+1.8010000000000002e+02 -1.6524841646889789e-04 +1.3729707465548483e-07 +2.1971081149530756e-02 +8.2187321975220740e+01 -4.6338582189598063e+05 +7.2641752567854750e+08 
+1.8020000000000002e+02 -1.6499507032358672e-04 +1.3645678432815372e-07 +2.2119293234774448e-02 +7.8343062063533296e+01 -4.4393278944684257e+05 +6.9688528336317348e+08 
+1.8030000000000001e+02 -1.6474247968455255e-04 +1.3639433288369405e-07 +2.2273162824417686e-02 +7.4650766855644520e+01 -4.2610094304384704e+05 +6.7081989747863793e+08 
+1.8040000000000001e+02 -1.6449058993820944e-04 +1.3685324121427786e-07 +2.2428471955214555e-02 +7.1122645128563775e+01 -4.0977792435134808e+05 +6.4786625509983408e+08 
+1.8050000000000000e+02 -1.6423934647096688e-04 +1.3757703021101445e-07 +2.2581002663684631e-02 +6.7770905661302862e+01 -3.9485137503861770e+05 +6.2766924330389786e+08 
+1.8060000000000002e+02 -1.6398869466923024e-04 +1.3830922075206012e-07 +2.2726536985912985e-02 +6.4607757239902568e+01 -3.8120893681084522e+05 +6.0987374922481167e+08 
+1.8070000000000002e+02 -1.6373857991941275e-04 +1.3879333373589741e-07 +2.2860856958768976e-02 +6.1645408638044607e+01 -3.6873825131102902e+05 +5.9412465989908779e+08 
+1.8080000000000001e+02 -1.6348894760792479e-04 +1.3877289005297124e-07 +2.2979744618679090e-02 +5.8896068637516642e+01 -3.5732696022631717e+05 +5.8006686243597913e+08 
+1.8090000000000001e+02 -1.6323974312116890e-04 +1.3799141058515782e-07 +2.3078982001543312e-02 +5.6371946026551647e+01 -3.4686270527068054e+05 +5.6734524398081350e+08 
+1.8100000000000000e+02 -1.6299091184555231e-04 +1.3619241622702053e-07 +2.3154351143598869e-02 +5.4085249589085642e+01 -3.3723312813983555e+05 +5.5560469165410674e+08 
+1.8110000000000002e+02 -1.6274241500856940e-04 +1.3320540878748230e-07 +2.3202969960174544e-02 +5.2039626252560808e+01 -3.2831986577450240e+05 +5.4451846010962903e+08 
+1.8120000000000002e+02 -1.6249427720192190e-04 +1.2920381375117140e-07 +2.3227299868831840e-02 +5.0204475741361179e+01 -3.1998053722039924e+05 +5.3387327590308958e+08 
+1.8130000000000001e+02 -1.6224653885841658e-04 +1.2444703753168918e-07 +2.3231138168164932e-02 +4.8540635891738482e+01 -3.1206675660594500e+05 +5.2348423286585981e+08 
+1.8140000000000001e+02 -1.6199924041084194e-04 +1.1919448653207542e-07 +2.3218282154884251e-02 +4.7008944570005148e+01 -3.0443013821227540e+05 +5.1316642507047135e+08 
+1.8150000000000000e+02 -1.6175242229198104e-04 +1.1370556716679503e-07 +2.3192529125032987e-02 +4.5570239653975818e+01 -2.9692229638134729e+05 +5.0273494668783665e+08 
+1.8160000000000002e+02 -1.6150612493463844e-04 +1.0823968584094698e-07 +2.3157676376949366e-02 +4.4185358984102216e+01 -2.8939484526317590e+05 +4.9200489158363414e+08 
+1.8170000000000002e+02 -1.6126038877159623e-04 +1.0305624896115795e-07 +2.3117521206703674e-02 +4.2815140436952049e+01 -2.8169939919123665e+05 +4.8079135391337526e+08 
+1.8180000000000001e+02 -1.6101525423564960e-04 +9.8414662936844595e-08 +2.3075860911628464e-02 +4.1420421869116801e+01 -2.7368757239756308e+05 +4.6890942767207772e+08 
+1.8190000000000001e+02 -1.6077076175959005e-04 +9.4574334177954824e-08 +2.3036492788702918e-02 +3.9962041143221484e+01 -2.6521097914646810e+05 +4.5617420690779006e+08 
+1.8200000000000000e+02 -1.6052695177620681e-04 +9.1794669092576796e-08 +2.3003214134720323e-02 +3.8400836124188416e+01 -2.5612123371180304e+05 +4.4240078568124688e+08 
+1.8210000000000002e+02 -1.6028385240380213e-04 +9.0249456962117940e-08 +2.2978573578262457e-02 +3.6715047826032468e+01 -2.4635363909324844e+05 +4.2752682426348960e+08 
+1.8220000000000002e+02 -1.6004144250272485e-04 +8.9770018561396207e-08 +2.2960125074976988e-02 +3.4952529857459567e+01 -2.3617825317727562e+05 +4.1198024773287344e+08 
+1.8230000000000001e+02 -1.5979968861882206e-04 +9.0102057540740927e-08 +2.2944173910761461e-02 +3.3178539000848872e+01 -2.2594882270091440e+05 +3.9631154757469356e+08 
+1.8240000000000001e+02 -1.5955855729796203e-04 +9.0991277552274941e-08 +2.2927025373676416e-02 +3.1458332004474727e+01 -2.1601909422993974e+05 +3.8107121500643724e+08 
+1.8250000000000000e+02 -1.5931801508597995e-04 +9.2183382244334841e-08 +2.2904984748509206e-02 +2.9857165667568651e+01 -2.0674281458423779e+05 +3.6680974164120865e+08 
+1.8260000000000002e+02 -1.5907802852874081e-04 +9.3424075267316383e-08 +2.2874357323034351e-02 +2.8440296742461690e+01 -1.9847373034825877e+05 +3.5407761872364879e+08 
+1.8270000000000002e+02 -1.5883856417210526e-04 +9.4459060270619011e-08 +2.2831448384540091e-02 +2.7272981989497879e+01 -1.9156558814811945e+05 +3.4342533756538045e+08 
+1.8280000000000001e+02 -1.5859958856192697e-04 +9.5034040904771321e-08 +2.2772563219680016e-02 +2.6420478178569812e+01 -1.8637213465626491e+05 +3.3540338954855061e+08 
+1.8290000000000001e+02 -1.5836106824405365e-04 +9.4894720816781384e-08 +2.2694007114434013e-02 +2.5948042090519973e+01 -1.8324711660147438e+05 +3.3056226614512634e+08 
+1.8300000000000000e+02 -1.5812296976433799e-04 +9.3786803661362628e-08 +2.2592085355293258e-02 +2.5920930498484275e+01 -1.8254428067484478e+05 +3.2945245876912218e+08 
+1.8310000000000002e+02 -1.5788526825783397e-04 +9.1539179710754343e-08 +2.2463934427703017e-02 +2.6386820208484711e+01 -1.8451577188874703e+05 +3.3246722663230783e+08 
+1.8320000000000002e+02 -1.5764797321633477e-04 +8.8313485758712309e-08 +2.2310015605790812e-02 +2.7323068276463843e+01 -1.8900732915607261e+05 +3.3937090112405902e+08 
+1.8330000000000001e+02 -1.5741110272081660e-04 +8.4354545219241661e-08 +2.2131621360737964e-02 +2.8689451822207122e+01 -1.9576308987011728e+05 +3.4977058168465203e+08 
+1.8340000000000001e+02 -1.5717467485227080e-04 +7.9907181513189321e-08 +2.1930044165258820e-02 +3.0445747941216073e+01 -2.0452719130145048e+05 +3.6327336756131589e+08 
+1.8350000000000000e+02 -1.5693870769167251e-04 +7.5216218055490320e-08 +2.1706576490357562e-02 +3.2551733756360456e+01 -2.1504377085970133e+05 +3.7948635822075093e+08 
+1.8360000000000002e+02 -1.5670321932001230e-04 +7.0526478265530197e-08 +2.1462510808779207e-02 +3.4967186361814370e+01 -2.2705696580622901e+05 +3.9801665289311105e+08 
+1.8370000000000002e+02 -1.5646822781827495e-04 +6.6082785556317725e-08 +2.1199139592455628e-02 +3.7651882866393848e+01 -2.4031091348169150e+05 +4.1847135093880093e+08 
+1.8380000000000001e+02 -1.5623375126742829e-04 +6.2129963348766199e-08 +2.0917755311800349e-02 +4.0565600401251295e+01 -2.5454975133436444e+05 +4.4045755188198864e+08 
+1.8390000000000001e+02 -1.5599980774848204e-04 +5.8912835062394018e-08 +2.0619650441324657e-02 +4.3668116033841898e+01 -2.6951761649439100e+05 +4.6358235475041384e+08 
+1.8400000000000000e+02 -1.5576641534238958e-04 +5.6676224107353666e-08 +2.0306117449914587e-02 +4.6919206920167959e+01 -2.8495864653762960e+05 +4.8745285927102119e+08 
+1.8410000000000002e+02 -1.5553359733394567e-04 +5.5580635422797607e-08 +1.9979609499971379e-02 +5.0265455811786495e+01 -3.0055839057328639e+05 +5.1156490432831341e+08 
+1.8420000000000002e+02 -1.5530139782302902e-04 +5.5449300008944779e-08 +1.9647222499808093e-02 +5.3600668285573050e+01 -3.1576804607478227e+05 +5.3496928893731922e+08 
+1.8430000000000001e+02 -1.5506986611334253e-04 +5.6021130382526218e-08 +1.9317213049312040e-02 +5.6805455546298532e+01 -3.2998022221683204e+05 +5.5660555153933144e+08 
+1.8440000000000001e+02 -1.5483905150856121e-04 +5.7035039054228317e-08 +1.8997837745713911e-02 +5.9760428839457539e+01 -3.4258752837611182e+05 +5.7541323088949454e+08 
+1.8450000000000000e+02 -1.5460900331237609e-04 +5.8229938546029697e-08 +1.8697353187913667e-02 +6.2346199384077686e+01 -3.5298257379558665e+05 +5.9033186553269005e+08 
+1.8460000000000002e+02 -1.5437977082847856e-04 +5.9344741375657762e-08 +1.8424015974696475e-02 +6.4443378401665385e+01 -3.6055796773228189e+05 +6.0030099403730202e+08 
+1.8470000000000002e+02 -1.5415140336054979e-04 +6.0118360056588754e-08 +1.8186082703975169e-02 +6.5932577126521537e+01 -3.6470631950498489e+05 +6.0426015506587040e+08 
+1.8480000000000001e+02 -1.5392395021226796e-04 +6.0289707106948618e-08 +1.7991809973142280e-02 +6.6694406803077214e+01 -3.6482023848980403e+05 +6.0114888737787807e+08 
+1.8490000000000001e+02 -1.5369746068733179e-04 +5.9597695040811425e-08 +1.7849454381905008e-02 +6.6609478636919192e+01 -3.6029233385929692e+05 +5.8990672940456402e+08 
+1.8500000000000000e+02 -1.5347198408941274e-04 +5.7781236378229462e-08 +1.7767272527111445e-02 +6.5558403879963734e+01 -3.5051521502378833e+05 +5.6947321995527351e+08 
+1.8510000000000002e+02 -1.5324754557902791e-04 +5.4675852053071999e-08 +1.7749455346497852e-02 +6.3485140467097430e+01 -3.3521470198123140e+05 +5.3936257319487751e+08 
+1.8520000000000002e+02 -1.5302407374394680e-04 +5.0503496683039069e-08 +1.7783931128294038e-02 +6.0587033270817997e+01 -3.1544945811736694e+05 +5.0138770633993572e+08 
+1.8530000000000001e+02 -1.5280147302875133e-04 +4.5582733305028101e-08 +1.7854562498295621e-02 +5.7124773899378390e+01 -2.9261135767308279e+05 +4.5793621238425601e+08 
+1.8540000000000001e+02 -1.5257964787804333e-04 +4.0232124956534342e-08 +1.7945212084382333e-02 +5.3359053927081085e+01 -2.6809227471468807e+05 +4.1139568404381311e+08 
+1.8550000000000000e+02 -1.5235850273639855e-04 +3.4770234672196766e-08 +1.8039742511714987e-02 +4.9550564972320856e+01 -2.4328408353488334e+05 +3.6415371439471251e+08 
+1.8560000000000002e+02 -1.5213794204842112e-04 +2.9515625492101205e-08 +1.8122016408352024e-02 +4.5959998607146460e+01 -2.1957865819024455e+05 +3.1859789613924265e+08 
+1.8570000000000002e+02 -1.5191787025869332e-04 +2.4786860447565391e-08 +1.8175896400095731e-02 +4.2848046439522747e+01 -1.9836787291960837e+05 +2.7711582226738155e+08 
+1.8580000000000001e+02 -1.5169819181180569e-04 +2.0902502581398570e-08 +1.8185245113713347e-02 +4.0475400061534920e+01 -1.8104360187988522e+05 +2.4209508563853434e+08 
+1.8590000000000001e+02 -1.5147881115234853e-04 +1.8181114924918476e-08 +1.8133925175732837e-02 +3.9102751070348198e+01 -1.6899771925726370e+05 +2.1592327916171399e+08 
+1.8600000000000000e+02 -1.5125963272491708e-04 +1.6941260520469386e-08 +1.8005799213462827e-02 +3.8990791049057272e+01 -1.6362209916224686e+05 +2.0098799562249142e+08 
+1.8610000000000002e+02 -1.5104059115419557e-04 +1.7360640686773702e-08 +1.7790154343402309e-02 +4.0314155095288285e+01 -1.6585954252505722e+05 +1.9892396417974800e+08 
+1.8620000000000002e+02 -1.5082174178528615e-04 +1.9053509910439397e-08 +1.7497975646152974e-02 +4.2903252242694514e+01 -1.7485655692431104e+05 +2.0835445848248243e+08 
+1.8630000000000001e+02 -1.5060317014338939e-04 +2.1493260960762936e-08 +1.7145672692790222e-02 +4.6502435017177945e+01 -1.8931057664024684e+05 +2.2714988836169347e+08 
+1.8640000000000001e+02 -1.5038496175371038e-04 +2.4153286606509389e-08 +1.6749655054763224e-02 +5.0856055939307190e+01 -2.0791903592804522e+05 +2.5318066361107153e+08 
+1.8650000000000000e+02 -1.5016720214144205e-04 +2.6506979622554936e-08 +1.6326332302310918e-02 +5.5708467548618373e+01 -2.2937936913822748e+05 +2.8431719417382973e+08 
+1.8660000000000002e+02 -1.4994997683179365e-04 +2.8027732773214160e-08 +1.5892114007315536e-02 +6.0804022358813718e+01 -2.5238901049113469e+05 +3.1842988978860152e+08 
+1.8670000000000002e+02 -1.4973337134996666e-04 +2.8188938829178461e-08 +1.5463409740864738e-02 +6.5887072895947398e+01 -2.7564539426898374e+05 +3.5338916029092491e+08 
+1.8680000000000001e+02 -1.4951747122115563e-04 +2.6463990566121106e-08 +1.5056629073423011e-02 +7.0701971695748313e+01 -2.9784595480221312e+05 +3.8706541559140605e+08 
+1.8690000000000001e+02 -1.4930236197056079e-04 +2.2326280751212965e-08 +1.4688181575924835e-02 +7.4993071286997733e+01 -3.1768812638778682e+05 +4.1732906554984218e+08 
+1.8700000000000000e+02 -1.4908812912339781e-04 +1.5249202152023463e-08 +1.4374476820885397e-02 +7.8504724173557634e+01 -3.3386934319699981e+05 +4.4205051982851309e+08 
+1.8710000000000002e+02 -1.4887483685453346e-04 +5.0227147589298016e-09 +1.4127424178957529e-02 +8.1050280644315094e+01 -3.4543120675649284e+05 +4.5965083381196767e+08 
+1.8720000000000002e+02 -1.4866246393753640e-04 -7.2969525776793887e-09 +1.3940932222571688e-02 +8.2719081988026161e+01 -3.5279198732475651e+05 +4.7075364471005803e+08 
+1.8730000000000001e+02 -1.4845096779565875e-04 -2.0337003797427726e-08 +1.3804409325677752e-02 +8.3669467224503407e+01 -3.5671412224132882e+05 +4.7653323502145028e+08 
+1.8740000000000001e+02 -1.4824030585214936e-04 -3.2724642829709378e-08 +1.3707263861695887e-02 +8.4059775383305322e+01 -3.5796004889934219e+05 +4.7816388733389467e+08 
+1.8750000000000000e+02 -1.4803043553025930e-04 -4.3087073607372599e-08 +1.3638904204352676e-02 +8.4048345488653737e+01 -3.5729220466360252e+05 +4.7681988418921566e+08 
+1.8760000000000002e+02 -1.4782131425323137e-04 -5.0051500071303098e-08 +1.3588738726648756e-02 +8.3793516575372934e+01 -3.5547302694962244e+05 +4.7367550820584136e+08 
+1.8770000000000002e+02 -1.4761289944431952e-04 -5.2245126146909503e-08 +1.3546175802531315e-02 +8.3453627664553693e+01 -3.5326495310742356e+05 +4.6990504190342826e+08 
+1.8780000000000001e+02 -1.4740514852677094e-04 -4.8295155778863765e-08 +1.3500623805375738e-02 +8.3187017785841277e+01 -3.5143042052880931e+05 +4.6668276786579913e+08 
+1.8790000000000001e+02 -1.4719801892382970e-04 -3.6828792890714613e-08 +1.3441491108081629e-02 +8.3152025977041390e+01 -3.5073186664829217e+05 +4.6518296874531865e+08 
+1.8800000000000000e+02 -1.4699146805874239e-04 -1.6473241426137629e-08 +1.3358186084138138e-02 +8.3506991264597829e+01 -3.5193172883727791e+05 +4.6657992708930045e+08 
+1.8810000000000002e+02 -1.4678546291025193e-04 +1.3484926543526826e-08 +1.3242656250406895e-02 +8.4372262776477996e+01 -3.5561004367374326e+05 +4.7176826091542369e+08 
+1.8820000000000002e+02 -1.4658000867900095e-04 +5.1121666367462611e-08 +1.3097005690006200e-02 +8.5716230150912025e+01 -3.6161724505705741e+05 +4.8052393086851895e+08 
+1.8830000000000001e+02 -1.4637512012113908e-04 +9.3853565249121136e-08 +1.2925877630972733e-02 +8.7469293099877333e+01 -3.6962136594279896e+05 +4.9234323281667924e+08 
+1.8840000000000001e+02 -1.4617081199280393e-04 +1.3909721039301663e-07 +1.2733915299963785e-02 +8.9561851358315167e+01 -3.7929043940610188e+05 +5.0672246281984878e+08 
+1.8850000000000000e+02 -1.4596709905014156e-04 +1.8426918900804736e-07 +1.2525761924543254e-02 +9.1924304646407137e+01 -3.9029249844631430e+05 +5.2315791681750870e+08 
+1.8860000000000002e+02 -1.4576399604928800e-04 +2.2678608829361281e-07 +1.2306060731307527e-02 +9.4487052699448085e+01 -4.0229557613835868e+05 +5.4114589086704171e+08 
+1.8870000000000002e+02 -1.4556151774637940e-04 +2.6406449546213170e-07 +1.2079454946802114e-02 +9.7180495253930431e+01 -4.1496770556457288e+05 +5.6018268103907990e+08 
+1.8880000000000001e+02 -1.4535967889756421e-04 +2.9352099771639131e-07 +1.1850587798810517e-02 +9.9935032026700682e+01 -4.2797691970783251e+05 +5.7976458324754512e+08 
+1.8890000000000001e+02 -1.4515849425897687e-04 +3.1257218226097220e-07 +1.1624102513846721e-02 +1.0268106275388379e+02 -4.4099125164594274e+05 +5.9938789355305231e+08 
+1.8900000000000000e+02 -1.4495797858675682e-04 +3.1863463629793095e-07 +1.1404642318682195e-02 +1.0534898716895232e+02 -4.5367873444757838e+05 +6.1854890800638247e+08 
+1.8910000000000002e+02 -1.4475814221151073e-04 +3.0997801281299727e-07 +1.1196295690819992e-02 +1.0787702227484937e+02 -4.6574424531223369e+05 +6.3680023394569027e+08 
+1.8920000000000002e+02 -1.4455897776164911e-04 +2.8828422786920374e-07 +1.1000932103265625e-02 +1.1023465427478749e+02 -4.7704003859615274e+05 +6.5391972487134922e+08 
+1.8930000000000001e+02 -1.4436047344005185e-04 +2.5608826330296009e-07 +1.0819866279760438e-02 +1.1239918664226643e+02 -4.8745521279266517e+05 +6.6974154558296192e+08 
+1.8940000000000001e+02 -1.4416261744958764e-04 +2.1592510095618967e-07 +1.0654412943025642e-02 +1.1434792286632582e+02 -4.9687886647205031e+05 +6.8409986099962580e+08 
+1.8950000000000000e+02 -1.4396539799314270e-04 +1.7032972266975278e-07 +1.0505886817367208e-02 +1.1605816641248008e+02 -5.0520009809084469e+05 +6.9682883586726093e+08 
+1.8960000000000002e+02 -1.4376880327358758e-04 +1.2183711027793367e-07 +1.0375602625747306e-02 +1.1750722076553710e+02 -5.1230800619647390e+05 +7.0776263506734622e+08 
+1.8970000000000002e+02 -1.4357282149379697e-04 +7.2982245625511875e-08 +1.0264875091215535e-02 +1.1867238941127054e+02 -5.1809168934863573e+05 +7.1673542350866139e+08 
+1.8980000000000001e+02 -1.4337744085665260e-04 +2.6300110546173845e-08 +1.0175018937905133e-02 +1.1953097581576161e+02 -5.2244024599981384e+05 +7.2358136592319345e+08 
+1.8990000000000001e+02 -1.4318264956502075e-04 -1.5674313119485746e-08 +1.0107348888079201e-02 +1.2006028347686599e+02 -5.2524277476958861e+05 +7.2813462731265891e+08 
+1.9000000000000000e+02 -1.4298843582178091e-04 -5.0406043531337189e-08 +1.0063179665554908e-02 +1.2023761586615477e+02 -5.2638837413953466e+05 +7.3022937245613801e+08 
+1.9010000000000002e+02 -1.4279479562873836e-04 -7.5988291333079827e-08 +1.0042810727036749e-02 +1.2005767222978851e+02 -5.2585174040823150e+05 +7.2982943790958524e+08 
+1.9020000000000002e+02 -1.4260175618342706e-04 -9.3027037102267904e-08 +1.0042480463760836e-02 +1.1958473486026077e+02 -5.2394996086238982e+05 +7.2741734687657034e+08 
+1.9030000000000001e+02 -1.4240935248230308e-04 -1.0275645389722909e-07 +1.0057411999708110e-02 +1.1890048182521844e+02 -5.2108572060342319e+05 +7.2360529432845807e+08 
+1.9040000000000001e+02 -1.4221761952181710e-04 -1.0641071477914749e-07 +1.0082828458203050e-02 +1.1808659120344538e+02 -5.1766170479118358e+05 +7.1900547533076429e+08 
+1.9050000000000000e+02 -1.4202659229844086e-04 -1.0522399280515504e-07 +1.0113952964730765e-02 +1.1722474103916423e+02 -5.1408059840976651e+05 +7.1423008467131984e+08 
+1.9060000000000002e+02 -1.4183630580862441e-04 -1.0043046103424385e-07 +1.0146008642638323e-02 +1.1639660941030350e+02 -5.1074508661309653e+05 +7.0989131740455520e+08 
+1.9070000000000002e+02 -1.4164679504882324e-04 -9.3264292526468598e-08 +1.0174218615690511e-02 +1.1568387438879481e+02 -5.0805785452692822e+05 +7.0660136854302776e+08 
+1.9080000000000001e+02 -1.4145809501550305e-04 -8.4959660341551966e-08 +1.0193806008857307e-02 +1.1516821402640161e+02 -5.0642158717127127e+05 +7.0497243292850757e+08 
+1.9090000000000001e+02 -1.4127024070511625e-04 -7.6750737540013728e-08 +1.0199993945632450e-02 +1.1493130639941774e+02 -5.0623896969423135e+05 +7.0561670560910857e+08 
